0136F039-A5BD-45A1-9CD6-5D00F1FA3795#appfire#01.1001.1002.#appfire##appfire#Buzzor.singx.web.singx.view.location.StateMain#appfire##appfire#1#appfire#0#appfire#State#appfire##appfire#86BF6C93-7C8F-4CDC-8E75-8F1F227CA1DC#appfire#1#appfire#null#appfire#null#appfire#2015-10-15 13:23:54.0#appfire#null#appfire#2015-10-15 13:23:54.0#appfire#1#appfire#1#appfire#51000
01FBAD1D-27DC-4704-B167-AECC36F9A9CB#appfire#01.1001.1019.#appfire##appfire#Buzzor.singx.web.singx.view.singx.CfgDocCntIndividualMain#appfire##appfire#1#appfire#0#appfire#Individual Doc Count Config#appfire##appfire#AEAD2DE2-1825-49AA-BCF4-4629A43F2734#appfire#1#appfire#null#appfire#null#appfire#2015-10-15 13:23:54.0#appfire#null#appfire#2015-10-15 13:23:54.0#appfire#1#appfire#1#appfire#51000
08E13AA9-F8CF-4916-9514-27DE5061ACD1#appfire#02.1005.#appfire##appfire##appfire##appfire#1#appfire#0#appfire#Tools#appfire##appfire#null#appfire#1#appfire#null#appfire#null#appfire#2015-10-15 13:23:54.0#appfire#null#appfire#2015-10-15 13:23:54.0#appfire#1#appfire#1#appfire#51000
4EAE32D9-37F5-4C27-96F6-B35D6A8A3C54#appfire#01.1001.1004.#appfire##appfire#Buzzor.singx.web.singx.view.location.CurrencyMain#appfire##appfire#1#appfire#0#appfire#Currency#appfire##appfire#8840A07E-5A3F-4427-9178-6ABCA8F728D2#appfire#1#appfire#null#appfire#null#appfire#2015-10-15 13:23:54.0#appfire#null#appfire#2015-10-15 13:23:54.0#appfire#1#appfire#1#appfire#51000
545D788B-D63E-4794-8247-3A8B8E105504#appfire#01.1001.#appfire##appfire##appfire##appfire#1#appfire#0#appfire#Master#appfire##appfire#null#appfire#1#appfire#null#appfire#null#appfire#2015-10-15 13:23:54.0#appfire#null#appfire#2015-10-15 13:23:54.0#appfire#1#appfire#1#appfire#51000
5C82ACAC-A083-4330-B0C0-B45A8C6C1D2E#appfire#01.1001.1016.#appfire##appfire#Buzzor.singx.web.singx.view.singx.CfgMasterAddressMain#appfire##appfire#1#appfire#0#appfire#Master Address#appfire##appfire#2F490661-B29B-4E86-A2B0-328EDE70A89F#appfire#1#appfire#null#appfire#null#appfire#2015-10-15 13:23:54.0#appfire#null#appfire#2015-10-15 13:23:54.0#appfire#1#appfire#1#appfire#51000
5E947A67-BE0C-492B-912F-D420E3A95375#appfire#02.1004.#appfire##appfire##appfire##appfire#1#appfire#0#appfire#User Management#appfire##appfire#null#appfire#1#appfire#null#appfire#null#appfire#2015-10-15 13:23:54.0#appfire#null#appfire#2015-10-15 13:23:54.0#appfire#1#appfire#1#appfire#51000
5F4DC2E6-3E12-4EFC-8174-3666567F64BC#appfire#01.1001.1010.#appfire##appfire#Buzzor.singx.web.singx.view.singx.CustomerTypeMain#appfire##appfire#1#appfire#0#appfire#Customer Type#appfire##appfire#DC8B0D25-8963-439A-8A09-DE04441CF233#appfire#1#appfire#null#appfire#null#appfire#2015-10-15 13:23:54.0#appfire#null#appfire#2015-10-15 13:23:54.0#appfire#1#appfire#1#appfire#51000
6351544A-ED2A-4D8D-914A-007CABBD9965#appfire#01.1001.1014.#appfire##appfire#Buzzor.singx.web.singx.view.singx.InputDataTypeMain#appfire##appfire#1#appfire#0#appfire#Input Datatype#appfire##appfire#D9DC8C7C-7DF9-4E03-AD4D-FF994D62C633#appfire#1#appfire#null#appfire#null#appfire#2015-10-15 13:23:54.0#appfire#null#appfire#2015-10-15 13:23:54.0#appfire#1#appfire#1#appfire#51000
63D6D581-EA6D-4A80-A0BC-B057C704D673#appfire#01.1001.1023.#appfire##appfire#Buzzor.singx.web.singx.view.singx.SingxContactsMain#appfire##appfire#1#appfire#0#appfire#Cuunstomer Contacts#appfire##appfire#77D0B603-4C18-499E-AD69-49D5F231C465#appfire#1#appfire#null#appfire#null#appfire#2015-10-15 13:23:54.0#appfire#null#appfire#2015-10-15 13:23:54.0#appfire#1#appfire#1#appfire#51000
6D4F8F35-C5D5-46C5-86B8-3B057E09B09C#appfire#01.1001.1006.#appfire##appfire#Buzzor.singx.web.singx.view.singx.WireTransferModeMain#appfire##appfire#1#appfire#0#appfire#Wire Transfer Mode#appfire##appfire#64D5AFCF-4372-422D-89F0-011280D49920#appfire#1#appfire#null#appfire#null#appfire#2015-10-15 13:23:54.0#appfire#null#appfire#2015-10-15 13:23:54.0#appfire#1#appfire#1#appfire#51000
6D80F0A5-A887-407F-8592-D62068D34DCB#appfire#02.#appfire##appfire##appfire##appfire#1#appfire#1#appfire#App Setup#appfire##appfire#null#appfire#1#appfire#null#appfire#null#appfire#2015-10-15 13:23:54.0#appfire#null#appfire#2015-10-15 13:23:54.0#appfire#1#appfire#1#appfire#51000
708F3B85-4AB3-4729-AE22-2019C395CD92#appfire#01.1001.1005.#appfire##appfire#Buzzor.singx.web.singx.view.singx.AgentMain#appfire##appfire#1#appfire#0#appfire#Agent#appfire##appfire#20EDA2A7-F616-48E2-AEB8-23222AED15B4#appfire#1#appfire#null#appfire#null#appfire#2015-10-15 13:23:54.0#appfire#null#appfire#2015-10-15 13:23:54.0#appfire#1#appfire#1#appfire#51000
73658D85-FE85-4414-A667-CC95C8EA491B#appfire#01.1001.1013.#appfire##appfire#Buzzor.singx.web.singx.view.singx.ResidenceTypeMain#appfire##appfire#1#appfire#0#appfire#Residence Type#appfire##appfire#8D3D2927-80C2-45C8-8728-ED9AD9B2234D#appfire#1#appfire#null#appfire#null#appfire#2015-10-15 13:23:54.0#appfire#null#appfire#2015-10-15 13:23:54.0#appfire#1#appfire#1#appfire#51000
7F58B017-2319-4AAC-A52D-7EFD0AECA32A#appfire#02.1001.#appfire##appfire##appfire##appfire#1#appfire#0#appfire#Log Setup#appfire##appfire#null#appfire#1#appfire#null#appfire#null#appfire#2015-10-15 13:23:54.0#appfire#null#appfire#2015-10-15 13:23:54.0#appfire#1#appfire#1#appfire#51000
81654D23-DA60-47D4-A5E3-63CED9D8FC27#appfire#01.1001.1022.#appfire##appfire#Buzzor.singx.web.singx.view.singx.SingXCustomerMain#appfire##appfire#1#appfire#0#appfire#Customer#appfire##appfire#0291FB91-9DD1-4606-ACA8-4218B137C7CB#appfire#1#appfire#null#appfire#null#appfire#2015-10-15 13:23:54.0#appfire#null#appfire#2015-10-15 13:23:54.0#appfire#1#appfire#1#appfire#51000
8E5152A9-2DC6-4BB6-AE17-90D04FD5A0B5#appfire#01.1001.1020.#appfire##appfire#Buzzor.singx.web.singx.view.singx.CfgDocCntCorporateMain#appfire##appfire#1#appfire#0#appfire#Corporate Doc Count Config#appfire##appfire#01F32EB4-0672-424A-A25B-5FA9F65A7AE4#appfire#1#appfire#null#appfire#null#appfire#2015-10-15 13:23:54.0#appfire#null#appfire#2015-10-15 13:23:54.0#appfire#1#appfire#1#appfire#51000
969DE6C6-FC31-4BCE-A3FD-7E6419FB513B#appfire#01.1001.1012.#appfire##appfire#Buzzor.singx.web.singx.view.singx.CompanyCategoryMain#appfire##appfire#1#appfire#0#appfire#Company Category#appfire##appfire#014DD8CF-13CB-4F3A-996B-C853A89232CA#appfire#1#appfire#null#appfire#null#appfire#2015-10-15 13:23:54.0#appfire#null#appfire#2015-10-15 13:23:54.0#appfire#1#appfire#1#appfire#51000
9AE0A36C-6D0C-473B-8E3E-174126B66C7C#appfire#01.1001.1021.#appfire##appfire#Buzzor.singx.web.singx.view.singx.CfgDocumentMain#appfire##appfire#1#appfire#0#appfire#Document Config#appfire##appfire#50932F5E-E75E-4721-80DC-3EB391AC9540#appfire#1#appfire#null#appfire#null#appfire#2015-10-15 13:23:54.0#appfire#null#appfire#2015-10-15 13:23:54.0#appfire#1#appfire#1#appfire#51000
9D213AC5-3123-4053-B658-6A3FC81C6C3F#appfire#02.1002.1001.1002.#appfire##appfire#Buzzor.view.reportui.ReportView#appfire##appfire#1#appfire#0#appfire#Request Details#appfire##appfire#4CB84773-2DD6-41FA-A842-9CE88FBE0EB3#appfire#1#appfire#null#appfire#null#appfire#2015-10-15 13:23:54.0#appfire#null#appfire#2015-10-15 13:23:54.0#appfire#1#appfire#1#appfire#51000
9EDD2B88-42D8-452D-8D68-ED671B1AE089#appfire#01.1001.1025.#appfire##appfire#Buzzor.singx.web.singx.view.singx.CustomerDocumentMain#appfire##appfire#1#appfire#0#appfire#Customer Document#appfire##appfire#76599044-E017-40B4-B7CD-C42381A98D29#appfire#1#appfire#null#appfire#null#appfire#2015-10-15 13:23:54.0#appfire#null#appfire#2015-10-15 13:23:54.0#appfire#1#appfire#1#appfire#51000
B3878302-2279-4BA2-986A-D327E3DB526A#appfire#01.1001.1007.#appfire##appfire#Buzzor.singx.web.singx.view.singx.BankMain#appfire##appfire#1#appfire#0#appfire#Bank#appfire##appfire#B9086B83-F802-49A7-B8DF-5FBA459731F6#appfire#1#appfire#null#appfire#null#appfire#2015-10-15 13:23:54.0#appfire#null#appfire#2015-10-15 13:23:54.0#appfire#1#appfire#1#appfire#51000
B8AC75E9-5258-4BFD-8392-6792770FD577#appfire#02.1002.1001.1001.#appfire##appfire#Buzzor.view.reportui.ReportView#appfire##appfire#1#appfire#0#appfire#System Memory Usage#appfire##appfire#35BE388C-93DF-44B0-AFE3-8D5B32976AEA#appfire#1#appfire#null#appfire#null#appfire#2015-10-15 13:23:54.0#appfire#null#appfire#2015-10-15 13:23:54.0#appfire#1#appfire#1#appfire#51000
C006DE41-2E54-49A3-9941-A9574AB6B462#appfire#02.1002.1001.#appfire##appfire##appfire##appfire#1#appfire#0#appfire#Reports#appfire##appfire#null#appfire#1#appfire#null#appfire#null#appfire#2015-10-15 13:23:54.0#appfire#null#appfire#2015-10-15 13:23:54.0#appfire#1#appfire#1#appfire#51000
C55A9264-E6F3-4F10-85E7-AD71F3CCC75A#appfire#01.1002.#appfire##appfire##appfire##appfire#1#appfire#0#appfire#Data Visualizer#appfire##appfire#null#appfire#1#appfire#null#appfire#null#appfire#2015-10-15 13:23:54.0#appfire#null#appfire#2015-10-15 13:23:54.0#appfire#1#appfire#1#appfire#51000
C669C7CD-5D34-41B3-A61A-4CFFB4023230#appfire#02.1004.1004.#appfire##appfire#Buzzor.view.usermanagement.enduser.EndUserProfileMainView#appfire##appfire#1#appfire#0#appfire#User Profile#appfire##appfire#null#appfire#1#appfire#null#appfire#null#appfire#2015-10-15 13:23:54.0#appfire#null#appfire#2015-10-15 13:23:54.0#appfire#1#appfire#1#appfire#51000
CCC277A5-DF3F-411B-9E14-74365606BCD4#appfire#02.1003.#appfire##appfire##appfire##appfire#1#appfire#0#appfire#Authentication & Authorization#appfire##appfire#null#appfire#1#appfire#null#appfire#null#appfire#2015-10-15 13:23:54.0#appfire#null#appfire#2015-10-15 13:23:54.0#appfire#1#appfire#1#appfire#51000
D00A8683-622E-4579-BB50-77A8AA2553CB#appfire#01.#appfire##appfire##appfire##appfire#1#appfire#1#appfire#Resources#appfire##appfire#null#appfire#1#appfire#null#appfire#null#appfire#2015-10-15 13:23:54.0#appfire#null#appfire#2015-10-15 13:23:54.0#appfire#1#appfire#1#appfire#51000
D500214B-E3FE-47E7-838E-881CD8CED1D5#appfire#01.1001.1018.#appfire##appfire#Buzzor.singx.web.singx.view.singx.CfgMasterDocumentsMain#appfire##appfire#1#appfire#0#appfire#Master Documents#appfire##appfire#A8675CDC-6FEA-4311-A04D-07659419F15F#appfire#1#appfire#null#appfire#null#appfire#2015-10-15 13:23:54.0#appfire#null#appfire#2015-10-15 13:23:54.0#appfire#1#appfire#1#appfire#51000
D6985274-0295-4B7A-BDF2-52FE4166245A#appfire#02.1003.1001.#appfire##appfire#Buzzor.view.securityconfig.SecurityConfig#appfire##appfire#1#appfire#0#appfire#Security Configuration#appfire##appfire#null#appfire#1#appfire#null#appfire#null#appfire#2015-10-15 13:23:54.0#appfire#null#appfire#2015-10-15 13:23:54.0#appfire#1#appfire#1#appfire#51000
DED7DCBE-E4E7-43B4-BC88-52137C944457#appfire#02.1001.1001.#appfire##appfire#Buzzor.view.logger.LogConfigurationTabPanel#appfire##appfire#1#appfire#0#appfire#Log Configuration#appfire##appfire#null#appfire#1#appfire#null#appfire#null#appfire#2015-10-15 13:23:54.0#appfire#null#appfire#2015-10-15 13:23:54.0#appfire#1#appfire#1#appfire#51000
E0198027-942C-4464-88E7-B9F4C27864C9#appfire#01.1001.1008.#appfire##appfire#Buzzor.singx.web.singx.view.singx.BankBranchMain#appfire##appfire#1#appfire#0#appfire#Branch#appfire##appfire#01EA1DCF-6D25-485C-B67B-962A100F7618#appfire#1#appfire#null#appfire#null#appfire#2015-10-15 13:23:54.0#appfire#null#appfire#2015-10-15 13:23:54.0#appfire#1#appfire#1#appfire#51000
E2BA6529-38F0-4AAE-9331-BBA4686A3761#appfire#02.1004.1003.#appfire##appfire#Buzzor.view.usermanagement.admin.AdminUserManagement#appfire##appfire#1#appfire#0#appfire#User Management#appfire##appfire#null#appfire#1#appfire#null#appfire#null#appfire#2015-10-15 13:23:54.0#appfire#null#appfire#2015-10-15 13:23:54.0#appfire#1#appfire#1#appfire#51000
F2AF2100-F5E6-4643-8B45-96110D866DC3#appfire#02.1004.1002.#appfire##appfire#Buzzor.view.usermanagement.users.UserRoleMainView#appfire##appfire#1#appfire#0#appfire#User Role#appfire##appfire#null#appfire#1#appfire#null#appfire#null#appfire#2015-10-15 13:23:54.0#appfire#null#appfire#2015-10-15 13:23:54.0#appfire#1#appfire#1#appfire#51000
F9E6A8AB-B77B-4539-9CAE-80E7583E066F#appfire#02.1001.1002.#appfire##appfire#Buzzor.view.logalarm.LogAlarmMainView#appfire##appfire#1#appfire#0#appfire#Log Alarm#appfire##appfire#null#appfire#1#appfire#null#appfire#null#appfire#2015-10-15 13:23:54.0#appfire#null#appfire#2015-10-15 13:23:54.0#appfire#1#appfire#1#appfire#51000
FA3A20EE-8C5F-4D2F-9D54-26B969745CE4#appfire#01.1001.1009.#appfire##appfire#Buzzor.singx.web.singx.view.singx.CorridorMain#appfire##appfire#1#appfire#0#appfire#Corridor#appfire##appfire#845FEABE-B5DB-4D24-BD33-842CB02EDC55#appfire#1#appfire#null#appfire#null#appfire#2015-10-15 13:23:54.0#appfire#null#appfire#2015-10-15 13:23:54.0#appfire#1#appfire#1#appfire#51000
FBD83707-85A0-4C2C-940C-397AA4FB5324#appfire#01.1001.1026.#appfire##appfire#Buzzor.singx.web.singx.view.singx.CustomerBankAccountMain#appfire##appfire#1#appfire#0#appfire#Customer Bank Account#appfire##appfire#1DE5979A-E5FC-4D0D-96C6-77EF447F0E3A#appfire#1#appfire#null#appfire#null#appfire#2015-10-15 13:23:54.0#appfire#null#appfire#2015-10-15 13:23:54.0#appfire#1#appfire#1#appfire#51000
FF144E56-3D68-42DF-9E1E-CE1BF4FE80B0#appfire#01.1001.1001.#appfire##appfire#Buzzor.singx.web.singx.view.location.CountryMain#appfire##appfire#1#appfire#0#appfire#Country#appfire##appfire#44165B37-DCAF-4E12-BBCC-4D96AA354260#appfire#1#appfire#null#appfire#null#appfire#2015-10-15 13:23:54.0#appfire#null#appfire#2015-10-15 13:23:54.0#appfire#1#appfire#1#appfire#51000
