044EF937-7982-4998-9968-A371F838F698#appfire#01.1001.1002.1005.#appfire##appfire#Buzzor.singx.web.singx.view.contacts.TitleMain#appfire##appfire#1#appfire#0#appfire#Title#appfire##appfire#D631BA13-EFE9-4ACB-912D-9EB88E576056#appfire#1#appfire#null#appfire#null#appfire#2015-10-09 13:00:47.0#appfire#null#appfire#2015-10-09 13:00:47.0#appfire#1#appfire#1#appfire#51000
50518E6A-C540-4649-9981-7DF68AFAC250#appfire#02.1004.#appfire##appfire##appfire##appfire#1#appfire#0#appfire#User Management#appfire##appfire#null#appfire#1#appfire#null#appfire#null#appfire#2015-10-09 13:00:47.0#appfire#null#appfire#2015-10-09 13:00:47.0#appfire#1#appfire#1#appfire#51000
5112D7E8-7F3B-426F-9BD1-A6D470F63A22#appfire#01.1002.#appfire##appfire##appfire##appfire#1#appfire#0#appfire#Data Visualizer#appfire##appfire#null#appfire#1#appfire#null#appfire#null#appfire#2015-10-09 13:00:47.0#appfire#null#appfire#2015-10-09 13:00:47.0#appfire#1#appfire#1#appfire#51000
53235973-79E3-4278-A23C-461C6AD0BC76#appfire#01.1001.1003.1002.#appfire##appfire#Buzzor.singx.web.singx.view.authentication.PasswordPolicyMain#appfire##appfire#1#appfire#0#appfire#Password Policy#appfire##appfire#6B4910BF-8DAD-4B85-AB50-E1A94CB91DAD#appfire#1#appfire#null#appfire#null#appfire#2015-10-09 13:00:47.0#appfire#null#appfire#2015-10-09 13:00:47.0#appfire#1#appfire#1#appfire#51000
556B142B-D709-417A-9E67-A7804D7BADEA#appfire#02.1004.1001.#appfire##appfire#Buzzor.view.usermanagement.roles.RoleManagement#appfire##appfire#1#appfire#0#appfire#Role Feature#appfire##appfire#null#appfire#1#appfire#null#appfire#null#appfire#2015-10-09 13:00:47.0#appfire#null#appfire#2015-10-09 13:00:47.0#appfire#1#appfire#1#appfire#51000
587F8C4D-6443-416B-8569-EF8D4CD552F6#appfire#01.1001.1001.1001.#appfire##appfire#Buzzor.singx.web.singx.view.location.TimezoneMain#appfire##appfire#1#appfire#0#appfire#Timezone#appfire##appfire#961FABA3-998D-4A78-8E91-198F60873AD2#appfire#1#appfire#null#appfire#null#appfire#2015-10-09 13:00:47.0#appfire#null#appfire#2015-10-09 13:00:47.0#appfire#1#appfire#1#appfire#51000
58F17284-41FB-4F31-92D8-C393BF5553BF#appfire#02.1004.1004.#appfire##appfire#Buzzor.view.usermanagement.enduser.EndUserProfileMainView#appfire##appfire#1#appfire#0#appfire#User Profile#appfire##appfire#null#appfire#1#appfire#null#appfire#null#appfire#2015-10-09 13:00:47.0#appfire#null#appfire#2015-10-09 13:00:47.0#appfire#1#appfire#1#appfire#51000
5E5E8CDA-AAB2-46CB-9335-93CE01B6829B#appfire#01.1001.1003.#appfire##appfire##appfire##appfire#1#appfire#0#appfire#authentication#appfire##appfire#null#appfire#1#appfire#null#appfire#null#appfire#2015-10-09 13:00:47.0#appfire#null#appfire#2015-10-09 13:00:47.0#appfire#1#appfire#1#appfire#51000
6126092F-EF88-41EA-B9E0-09C207EA2EAC#appfire#02.1001.1001.#appfire##appfire#Buzzor.view.logger.LogConfigurationTabPanel#appfire##appfire#1#appfire#0#appfire#Log Configuration#appfire##appfire#null#appfire#1#appfire#null#appfire#null#appfire#2015-10-09 13:00:47.0#appfire#null#appfire#2015-10-09 13:00:47.0#appfire#1#appfire#1#appfire#51000
6B504BAE-4019-444F-B641-F747F6BAA834#appfire#01.#appfire##appfire##appfire##appfire#1#appfire#1#appfire#Resources#appfire##appfire#null#appfire#1#appfire#null#appfire#null#appfire#2015-10-09 13:00:47.0#appfire#null#appfire#2015-10-09 13:00:47.0#appfire#1#appfire#1#appfire#51000
7FDA381C-DB9E-4468-ACB9-3329DC0D655F#appfire#01.1001.1003.1003.#appfire##appfire#Buzzor.singx.web.singx.view.authentication.QuestionMain#appfire##appfire#1#appfire#0#appfire#Question#appfire##appfire#CDB0E7CD-E11F-46EF-BAFA-48C555B58E0F#appfire#1#appfire#null#appfire#null#appfire#2015-10-09 13:00:47.0#appfire#null#appfire#2015-10-09 13:00:47.0#appfire#1#appfire#1#appfire#51000
80758A72-32B5-49DE-83A3-678650016024#appfire#02.1004.1003.#appfire##appfire#Buzzor.view.usermanagement.admin.AdminUserManagement#appfire##appfire#1#appfire#0#appfire#User Management#appfire##appfire#null#appfire#1#appfire#null#appfire#null#appfire#2015-10-09 13:00:47.0#appfire#null#appfire#2015-10-09 13:00:47.0#appfire#1#appfire#1#appfire#51000
81E3165D-B052-4AAA-954F-43586FC77417#appfire#01.1001.1004.1001.#appfire##appfire#Buzzor.singx.web.singx.view.customers.AppCustomerTypeMain#appfire##appfire#1#appfire#0#appfire#AppCustomer Type#appfire##appfire#0FF8C59C-6F9E-4296-BC47-338F8B863860#appfire#1#appfire#null#appfire#null#appfire#2015-10-09 13:00:47.0#appfire#null#appfire#2015-10-09 13:00:47.0#appfire#1#appfire#1#appfire#51000
927066B9-EC3A-4205-8125-BD990D9FB5C3#appfire#02.1002.1001.#appfire##appfire##appfire##appfire#1#appfire#0#appfire#Reports#appfire##appfire#null#appfire#1#appfire#null#appfire#null#appfire#2015-10-09 13:00:47.0#appfire#null#appfire#2015-10-09 13:00:47.0#appfire#1#appfire#1#appfire#51000
96B70549-7DE5-4C5E-9CFB-B921A943B319#appfire#01.1001.#appfire##appfire##appfire##appfire#1#appfire#0#appfire#UI Builder#appfire##appfire#null#appfire#1#appfire#null#appfire#null#appfire#2015-10-09 13:00:47.0#appfire#null#appfire#2015-10-09 13:00:47.0#appfire#1#appfire#1#appfire#51000
98D049E7-0D59-4470-84E2-5746142C0D9F#appfire#02.#appfire##appfire##appfire##appfire#1#appfire#1#appfire#App Setup#appfire##appfire#null#appfire#1#appfire#null#appfire#null#appfire#2015-10-09 13:00:47.0#appfire#null#appfire#2015-10-09 13:00:47.0#appfire#1#appfire#1#appfire#51000
9A5D5BE6-238F-4B52-853A-F0E56A2AD53B#appfire#01.1001.1001.#appfire##appfire##appfire##appfire#1#appfire#0#appfire#location#appfire##appfire#null#appfire#1#appfire#null#appfire#null#appfire#2015-10-09 13:00:47.0#appfire#null#appfire#2015-10-09 13:00:47.0#appfire#1#appfire#1#appfire#51000
A58EE4AD-1535-4BE9-8B74-C44193410AC1#appfire#01.1001.1001.1011.#appfire##appfire#Buzzor.singx.web.singx.view.location.AddressTypeMain#appfire##appfire#1#appfire#0#appfire#Address Type#appfire##appfire#49C5AE7A-929A-4472-8F25-03B8F1ABEF02#appfire#1#appfire#null#appfire#null#appfire#2015-10-09 13:00:47.0#appfire#null#appfire#2015-10-09 13:00:47.0#appfire#1#appfire#1#appfire#51000
C115D7EA-50F6-4CD2-9423-FFD4DB594F12#appfire#02.1001.#appfire##appfire##appfire##appfire#1#appfire#0#appfire#Log Setup#appfire##appfire#null#appfire#1#appfire#null#appfire#null#appfire#2015-10-09 13:00:47.0#appfire#null#appfire#2015-10-09 13:00:47.0#appfire#1#appfire#1#appfire#51000
C2757086-AEF9-4B88-A8D7-5E24353FDCEB#appfire#02.1002.1001.1003.#appfire##appfire#Buzzor.view.reportui.ReportView#appfire##appfire#1#appfire#0#appfire#App Server Memory Usage#appfire##appfire#B13DDB9C-45CD-4A6E-A708-5CB473BAF5AC#appfire#1#appfire#null#appfire#null#appfire#2015-10-09 13:00:47.0#appfire#null#appfire#2015-10-09 13:00:47.0#appfire#1#appfire#1#appfire#51000
C5866D3E-02D1-42DE-8B12-26948EC1CAB2#appfire#02.1002.1001.1002.#appfire##appfire#Buzzor.view.reportui.ReportView#appfire##appfire#1#appfire#0#appfire#Request Details#appfire##appfire#4CB84773-2DD6-41FA-A842-9CE88FBE0EB3#appfire#1#appfire#null#appfire#null#appfire#2015-10-09 13:00:47.0#appfire#null#appfire#2015-10-09 13:00:47.0#appfire#1#appfire#1#appfire#51000
CB60054E-DAF5-4F78-932F-DE117BA1D91C#appfire#01.1001.1001.1010.#appfire##appfire#Buzzor.singx.web.singx.view.location.VillageMain#appfire##appfire#1#appfire#0#appfire#Village#appfire##appfire#05C2EF17-A359-4215-8482-70067ABC692B#appfire#1#appfire#null#appfire#null#appfire#2015-10-09 13:00:47.0#appfire#null#appfire#2015-10-09 13:00:47.0#appfire#1#appfire#1#appfire#51000
D1E2FA83-DD53-4FC8-94AE-9003D4466FEC#appfire#02.1005.1001.#appfire##appfire#Buzzor.view.reportbuilder.mainview.ReportMainView#appfire##appfire#1#appfire#0#appfire#Report Builder#appfire##appfire#null#appfire#1#appfire#null#appfire#null#appfire#2015-10-09 13:00:47.0#appfire#null#appfire#2015-10-09 13:00:47.0#appfire#1#appfire#1#appfire#51000
D4FFEDA8-9256-45CE-A5F2-DC2F05C6F881#appfire#01.1001.1002.1004.#appfire##appfire#Buzzor.singx.web.singx.view.contacts.GenderMain#appfire##appfire#1#appfire#0#appfire#Gender#appfire##appfire#CECAA169-1503-4F7F-A251-FFACEFD696CC#appfire#1#appfire#null#appfire#null#appfire#2015-10-09 13:00:47.0#appfire#null#appfire#2015-10-09 13:00:47.0#appfire#1#appfire#1#appfire#51000
D53A2937-9FD6-42BB-8D2F-56921F4323A1#appfire#02.1004.1002.#appfire##appfire#Buzzor.view.usermanagement.users.UserRoleMainView#appfire##appfire#1#appfire#0#appfire#User Role#appfire##appfire#null#appfire#1#appfire#null#appfire#null#appfire#2015-10-09 13:00:47.0#appfire#null#appfire#2015-10-09 13:00:47.0#appfire#1#appfire#1#appfire#51000
DB613663-7D81-43D0-88F0-5D068FC9B8AD#appfire#01.1001.1001.1009.#appfire##appfire#Buzzor.singx.web.singx.view.location.TalukaMain#appfire##appfire#1#appfire#0#appfire#Taluka#appfire##appfire#31F23F2A-6E47-4DCD-AE53-B4D78E0BD3A2#appfire#1#appfire#null#appfire#null#appfire#2015-10-09 13:00:47.0#appfire#null#appfire#2015-10-09 13:00:47.0#appfire#1#appfire#1#appfire#51000
F0C0087B-7929-4075-B35B-FED95E77B8CF#appfire#01.1001.1004.#appfire##appfire##appfire##appfire#1#appfire#0#appfire#customers#appfire##appfire#null#appfire#1#appfire#null#appfire#null#appfire#2015-10-09 13:00:47.0#appfire#null#appfire#2015-10-09 13:00:47.0#appfire#1#appfire#1#appfire#51000
F742DDA6-E19F-4EB0-8661-280F09AC54AB#appfire#01.1001.1002.1002.#appfire##appfire#Buzzor.singx.web.singx.view.contacts.CommunicationGroupMain#appfire##appfire#1#appfire#0#appfire#Communication Group#appfire##appfire#5AF1BF70-CF4A-4CDD-A241-4210F1986FD1#appfire#1#appfire#null#appfire#null#appfire#2015-10-09 13:00:47.0#appfire#null#appfire#2015-10-09 13:00:47.0#appfire#1#appfire#1#appfire#51000
F8C09367-7937-4FF0-8EFA-EBB1A38CFDF2#appfire#01.1001.1001.1007.#appfire##appfire#Buzzor.singx.web.singx.view.location.DistrictMain#appfire##appfire#1#appfire#0#appfire#District#appfire##appfire#D4F92270-7BA3-437E-A270-66063B5BF288#appfire#1#appfire#null#appfire#null#appfire#2015-10-09 13:00:47.0#appfire#null#appfire#2015-10-09 13:00:47.0#appfire#1#appfire#1#appfire#51000
F962D340-320A-4627-BFD1-3199940710F4#appfire#01.1001.1001.1008.#appfire##appfire#Buzzor.singx.web.singx.view.location.CityMain#appfire##appfire#1#appfire#0#appfire#City#appfire##appfire#9A5F32FC-3DB7-4233-9579-3BEC1E0D148E#appfire#1#appfire#null#appfire#null#appfire#2015-10-09 13:00:47.0#appfire#null#appfire#2015-10-09 13:00:47.0#appfire#1#appfire#1#appfire#51000
FBE376F4-9D7A-4681-A83F-C5C39CF6096F#appfire#01.1001.1004.1002.#appfire##appfire#Buzzor.singx.web.singx.view.customers.AppCustomerCategoryMain#appfire##appfire#1#appfire#0#appfire#AppCustomer Category#appfire##appfire#FB443383-2E28-48F2-B355-6B90E7749404#appfire#1#appfire#null#appfire#null#appfire#2015-10-09 13:00:47.0#appfire#null#appfire#2015-10-09 13:00:47.0#appfire#1#appfire#1#appfire#51000
FDD1EF13-D08E-4E1F-9083-949CB589390C#appfire#02.1001.1002.#appfire##appfire#Buzzor.view.logalarm.LogAlarmMainView#appfire##appfire#1#appfire#0#appfire#Log Alarm#appfire##appfire#null#appfire#1#appfire#null#appfire#null#appfire#2015-10-09 13:00:47.0#appfire#null#appfire#2015-10-09 13:00:47.0#appfire#1#appfire#1#appfire#51000
